Unnamed: 0,cand_name,year,election_type,state,district,party,incumbency_status,race_outcome,contributions,percentage_votes,in_db,campaign_site,campaign_facebook,campaign_x,campaign_instagram,personal_website,personal_facebook,personal_linkedin
770,STUART WHITLOW,2024,federal:house,TX,31,DEMOCRAT,unknown,Lost,unknown,0.35569543,True,https://whitlowforcongress.com,https://www.facebook.com/WhitlowForCongress/,https://x.com/StuartWhitlow31,https://www.instagram.com/stuartwhitlow31,,,https://www.linkedin.com/in/stuart-whitlow-18887a10/
771,JULIE JOHNSON,2024,federal:house,TX,32,DEMOCRAT,unknown,Won,unknown,0.604549522,True,http://juliejohnson.com,,,,,,
772,DARRELL DAY,2024,federal:house,TX,32,REPUBLICAN,unknown,Lost,unknown,0.369695953,True,https://dayfortexas.com/,https://www.facebook.com/DayforTexas/,https://x.com/dayfortexas,https://www.instagram.com/darrelldayforcongress/,,https://www.facebook.com/darrell.day.12979/,https://www.linkedin.com/in/darrell-day-a86953/
773,MARC A. VEASEY,2024,federal:house,TX,33,DEMOCRAT,unknown,Won,unknown,0.687853966,False,,,,,,https://www.facebook.com/marc.veasey.1,https://www.linkedin.com/in/marc-veasey-3b2b002/
774,PATRICK DAVID GILLESPIE,2024,federal:house,TX,33,REPUBLICAN,unknown,Lost,unknown,0.312146034,False,https://patrickgillespie4congress33.com/,,,,,,
775,VICENTE GONZALEZ,2024,federal:house,TX,34,DEMOCRAT,unknown,Won,unknown,0.512917762,True,http://vicentegonzalez.com,,,,,,
776,MAYRA FLORES,2024,federal:house,TX,34,REPUBLICAN,unknown,Lost,unknown,0.487082238,True,https://www.mayrafloresforcongress.com/,https://www.facebook.com/mayrafloresforcongress,https://x.com/MayraFlores4TX,https://www.instagram.com/mayrafloresforcongress/,,https://www.facebook.com/mayra.flores.5,
777,GREG CASAR,2024,federal:house,TX,35,DEMOCRAT,unknown,Won,unknown,0.67363177,True,http://casarforcongress.com,,,,,,
778,STEVEN WRIGHT,2024,federal:house,TX,35,REPUBLICAN,unknown,Lost,unknown,0.32636823,True,https://stevewrightfortx35.com,https://www.facebook.com/650778291444429,,,,https://www.facebook.com/steven.wright.938058/,https://www.linkedin.com/in/steve-wright-5856a2197/
779,BRIAN BABIN,2024,federal:house,TX,36,REPUBLICAN,unknown,Won,unknown,0.693590961,True,http://babinforcongress.com,,,,,,
780,DAYNA STEELE,2024,federal:house,TX,36,DEMOCRAT,unknown,Lost,unknown,0.306409039,True,https://www.daynasteele.com,https://www.facebook.com/thedaynasteele,,,,https://www.facebook.com/daynasteele,https://www.linkedin.com/in/daynasteele
781,LLOYD DOGGETT,2024,federal:house,TX,37,DEMOCRAT,unknown,Won,unknown,0.742188073,True,http://votedoggett.com,,,,,,
782,JENNY GARCIA SHARON,2024,federal:house,TX,37,REPUBLICAN,unknown,Lost,unknown,0.235776293,True,https://jennygarciasharon.com/home,,https://x.com/jgs_TX,https://www.instagram.com/jennyforcongress,,,
783,WESLEY HUNT,2024,federal:house,TX,38,REPUBLICAN,unknown,Won,unknown,0.627341261,True,http://wesleyfortexas.com,,,,,,
784,MELISSA MCDONOUGH,2024,federal:house,TX,38,DEMOCRAT,unknown,Lost,unknown,0.372384498,True,https://melissaforcongress.com,https://www.facebook.com/MelissaForCD38,,https://www.instagram.com/melissaforcd38,,https://www.facebook.com/melissa.mcdonough.547180/,https://www.linkedin.com/company/99033779/admin/dashboard/
785,BLAKE D. MOORE,2024,federal:house,UT,1,REPUBLICAN,unknown,Won,unknown,0.631260334,False,https://www.electmoore.com,https://www.facebook.com/ElectBlakeMoore,https://x.com/ElectBlakeMoore,,,https://www.facebook.com/blakedmoore,https://www.linkedin.com/in/blake-d-moore-1979952a/
786,BILL CAMPBELL,2024,federal:house,UT,1,DEMOCRAT,unknown,Lost,unknown,0.320635701,True,https://www.bill4u.org/,https://www.facebook.com/Bill4U2024,https://x.com/Bill_4Us,https://www.instagram.com/bill4us/,,https://www.facebook.com/william.campbell.Bill4U,https://www.linkedin.com/in/william-campbell-cpa-cma-mba-88528414/
787,CELESTE MALOY,2024,federal:house,UT,2,REPUBLICAN,unknown,Won,unknown,0.580022496,True,http://celesteforutah.com,,,,,,
788,NATHANIEL E. WOODWARD,2024,federal:house,UT,2,DEMOCRAT,unknown,Lost,unknown,0.342286583,False,https://www.woodwardforutah.com,https://www.facebook.com/profile.php?id=61560330931846,,,,,https://www.linkedin.com/in/nathaniel-woodward-55035269/
789,MIKE KENNEDY,2024,federal:house,UT,3,REPUBLICAN,unknown,Won,unknown,0.663870607,True,http://mikekennedyforutah.com,,,,,,
790,GLENN J. WRIGHT,2024,federal:house,UT,3,DEMOCRAT,unknown,Lost,unknown,0.336129393,False,https://wrightforutahcongressionaldistrict3.com/,https://www.facebook.com/wrightforutahcongressionaldistrict3/,https://x.com/SummitCoDem,https://www.instagram.com/glennwrightforcongress/,,https://www.facebook.com/glenn.wright.58323,https://www.linkedin.com/in/glenn-wright-732ab8a/
791,BURGESS OWENS,2024,federal:house,UT,4,REPUBLICAN,unknown,Won,unknown,0.634169077,True,http://burgess4utah.com,,,,,,
792,KATRINA FALLICK-WANG,2024,federal:house,UT,4,DEMOCRAT,unknown,Lost,unknown,0.302028224,True,https://katrinaforcongress.us/,https://www.facebook.com/kateyforcongress,,https://www.instagram.com/katrinaforcongress/,,https://www.facebook.com/katrina.wang.796,https://www.linkedin.com/in/katrinafwang/
793,ROBERT J. WITTMAN,2024,federal:house,VA,1,REPUBLICAN,unknown,Won,unknown,0.563068744,False,https://robwittman.com,https://www.facebook.com/RobertJWittman/,https://x.com/ReElectWittman,,,,
794,LESLIE C. MEHTA,2024,federal:house,VA,1,DEMOCRAT,unknown,Lost,unknown,0.435252429,False,https://lesliemehta.com/,https://www.facebook.com/leslie4delegate,https://x.com/LeslieMehtaVA,https://www.instagram.com/leslie4delegate/,,https://www.facebook.com/leslie.c.mehta,https://www.linkedin.com/in/leslie-chambers-mehta-7788a62/
795,JENNIFER A. KIGGANS,2024,federal:house,VA,2,REPUBLICAN,unknown,Won,unknown,0.507381907,False,https://jenforcongress.com/,,,,,,
796,MISSY COTTER SMASAL,2024,federal:house,VA,2,DEMOCRAT,unknown,Lost,unknown,0.468962716,True,https://campaigns.moveon.org/endorsements/2024/missy-cotter-smasal/,,,,,,
797,"ROBERT C. \""BOBBY\"" SCOTT",2024,federal:house,VA,3,DEMOCRAT,unknown,Won,unknown,0.699516853,False,https://www.bobbyscottforcongress.com,https://www.facebook.com/bobbyscottforcongress,https://x.com/BobbyScott4VA3,,,,https://www.linkedin.com/in/bobby-scott-02267123
798,JOHN SITKA III,2024,federal:house,VA,3,REPUBLICAN,unknown,Lost,unknown,0.298352084,True,,,,,,,
799,JENNIFER L. MCCLELLAN,2024,federal:house,VA,4,DEMOCRAT,unknown,Won,unknown,0.673447703,False,,,,,,,
800,"WILLIAM J. \""BILL\"" MOHER III",2024,federal:house,VA,4,REPUBLICAN,unknown,Lost,unknown,0.324397882,False,https://ivoterguide.com/candidate/77494/race/6813/election/1227,,,,,,
801,JOHN J. MCGUIRE III,2024,federal:house,VA,5,REPUBLICAN,unknown,Won,unknown,0.572605939,False,,,,,,,
802,GLORIA TINSLEY WITT,2024,federal:house,VA,5,DEMOCRAT,unknown,Lost,unknown,0.422699667,False,https://www.gloriawittforcongress.com/,https://www.facebook.com/GloriaWittforCongress/,,,https://about.me/gloriawitt,https://www.facebook.com/gloria.witt.9277/,https://www.linkedin.com/in/gloria-witt-002b58209/
803,BEN CLINE,2024,federal:house,VA,6,REPUBLICAN,unknown,Won,unknown,0.63123073,True,http://bencline.com,,,,,,
804,KEN L. MITCHELL,2024,federal:house,VA,6,DEMOCRAT,unknown,Lost,unknown,0.347911113,False,https://www.kenmitchellforvirginia.com,https://www.facebook.com/kenmitchellforva,https://x.com/Mitchell4VA,https://www.instagram.com/mitchellforva/,,,
805,EUGENE S. VINDMAN,2024,federal:house,VA,7,DEMOCRAT,unknown,Won,unknown,0.511795902,False,https://vindmanforcongress.com/,,,,,,
806,DERRICK M. ANDERSON,2024,federal:house,VA,7,REPUBLICAN,unknown,Lost,unknown,0.485395131,False,https://ivoterguide.com/candidate/60887/race/6817/election/1227?culture=en-us,,,,,,
807,"DONALD S. BEYER, JR.",2024,federal:house,VA,8,DEMOCRAT,unknown,Won,unknown,0.71524426,False,,,,,,,
808,JERRY W. TORRES,2024,federal:house,VA,8,REPUBLICAN,unknown,Lost,unknown,0.246606671,False,,,,,,,
809,H. MORGAN GRIFFITH,2024,federal:house,VA,9,REPUBLICAN,unknown,Won,unknown,0.724867382,False,https://www.morgangriffithforcongress.com,https://www.facebook.com/morgangriffithforcongress,https://x.com/MorganGriffith,https://www.instagram.com/griffithforcongress/,,https://www.facebook.com/morgan.griffith.94,
810,KAREN G. H. BAKER,2024,federal:house,VA,9,DEMOCRAT,unknown,Lost,unknown,0.273267109,False,,,,,,,
811,SUHAS SUBRAMANYAM,2024,federal:house,VA,10,DEMOCRAT,unknown,Won,unknown,0.52088317,True,http://suhasforvirginia.com,,,,,,
812,MIKE W. CLANCY,2024,federal:house,VA,10,REPUBLICAN,unknown,Lost,unknown,0.475392967,False,https://ivoterguide.com/candidate/60899/race/6820/election/1227?culture=en-us,,,,,,
813,GERALD E. CONNOLLY,2024,federal:house,VA,11,DEMOCRAT,unknown,Won,unknown,0.666841384,False,,,,,,,
814,MIKE L. VAN METER,2024,federal:house,VA,11,REPUBLICAN,unknown,Lost,unknown,0.328636277,False,https://www.vanmeterforvirginia.com,https://www.facebook.com/vanmeterforvirginia,https://x.com/vanmeterforva,https://www.instagram.com/vanmeterforvirginia,,https://www.facebook.com/michael.vanmeter2,https://www.linkedin.com/in/ssa-michael-van-meter-retired-514a9671/
815,BECCA BALINT,2024,federal:house,VT,0,DEMOCRAT,unknown,Won,unknown,0.585698003,True,http://beccabalint.com,,,,,,
816,MARK COESTER,2024,federal:house,VT,0,"REPUBLICAN, LIBERTARIAN",unknown,Lost,unknown,0.280115853,True,,,,,,,
817,SUZAN K. DELBENE,2024,federal:house,WA,1,DEMOCRAT,unknown,Won,unknown,0.62999573,False,https://delbeneforcongress.com,https://www.facebook.com/SuzanDelBene,https://x.com/SuzanDelBene,https://www.instagram.com/suzan.delbene/,,https://www.facebook.com/sdelbene,https://www.linkedin.com/in/suzan-delbene-752a174/
818,JEB BREWER,2024,federal:house,WA,1,REPUBLICAN,unknown,Lost,unknown,0.367489422,True,https://www.voteforjeb.com,https://www.facebook.com/people/Vote-for-Jeb/100068101895397/,,https://www.instagram.com/voteforjebbrewer/,,https://www.facebook.com/jeb.brewer,https://www.linkedin.com/in/jebbrewer/
819,RICK LARSEN,2024,federal:house,WA,2,DEMOCRAT,unknown,Won,unknown,0.638279851,True,http://ricklarsen.org,,,,,,
820,CODY HART,2024,federal:house,WA,2,REPUBLICAN,unknown,Lost,unknown,0.358566865,True,https://codyhart.org/,https://www.facebook.com/CodyHart2020/,,,,,
821,MARIE GLUESENKAMP PEREZ,2024,federal:house,WA,3,DEMOCRAT,unknown,Won,unknown,0.517371797,True,http://marieforcongress.com,,,,,,
822,JOE KENT,2024,federal:house,WA,3,REPUBLICAN,unknown,Lost,unknown,0.47860564,True,,,,,,,
823,DAN NEWHOUSE,2024,federal:house,WA,4,REPUBLICAN,unknown,Won,unknown,0.520169326,True,http://dannewhouse.com,,,,,,
824,JERROD SESSLER,2024,federal:house,WA,4,REPUBLICAN,unknown,Lost,unknown,0.461528815,False,https://www.jerrodforcongress.com,https://www.facebook.com/jerrod4congress/,https://x.com/Sessler,https://www.instagram.com/jerrodsessler,,https://www.facebook.com/jerrod.sessler,https://www.linkedin.com/in/jerrodsessler/
825,MICHAEL BAUMGARTNER,2024,federal:house,WA,5,REPUBLICAN,unknown,Won,unknown,0.605656882,True,http://votebaumgartner.com,,,,,,
826,CARMELA CONROY,2024,federal:house,WA,5,DEMOCRAT,unknown,Lost,unknown,0.392850491,True,https://conroy4congress.com/,,,,,,
827,EMILY RANDALL,2024,federal:house,WA,6,DEMOCRAT,unknown,Won,unknown,0.567142742,True,http://electemilyrandall.com,,,,,,
828,DREW C. MACEWEN,2024,federal:house,WA,6,REPUBLICAN,unknown,Lost,unknown,0.431075524,False,https://justfacts.votesmart.org/candidate/biography/140147/drew-macewen,,,,,,
829,PRAMILA JAYAPAL,2024,federal:house,WA,7,DEMOCRAT,unknown,Won,unknown,0.839137819,True,http://pramilaforcongress.com,,,,,,
830,DAN ALEXANDER,2024,federal:house,WA,7,REPUBLICAN,unknown,Lost,unknown,0.157734643,True,https://accountable2seattle.com/,,,https://www.instagram.com/accountablebobby/,,,https://www.linkedin.com/in/bobby-lindsey-miller-837829213
831,KIM SCHRIER,2024,federal:house,WA,8,DEMOCRAT,unknown,Won,unknown,0.539561398,True,http://drkimschrier.com,,,,,,
832,CARMEN GOERS,2024,federal:house,WA,8,REPUBLICAN,unknown,Lost,unknown,0.458048367,True,,,,,,https://www.facebook.com/carmen.moore.395,https://www.linkedin.com/in/carmengoers/
833,ADAM SMITH,2024,federal:house,WA,9,DEMOCRAT,unknown,Won,unknown,0.654426455,True,http://electadamsmith.com,,,,,,
834,MELISSA CHAUDHRY,2024,federal:house,WA,9,DEMOCRAT,unknown,Lost,unknown,0.324388288,False,https://www.votemelissa4congress.com/,,,,,,
835,MARILYN STRICKLAND,2024,federal:house,WA,10,DEMOCRAT,unknown,Won,unknown,0.58536277,True,http://stricklandforwashington.com,,,,,,
836,DON HEWETT,2024,federal:house,WA,10,REPUBLICAN,unknown,Lost,unknown,0.412281206,True,https://www.donhforcongress.com,,https://x.com/DonHewettWA10,https://www.instagram.com/don_hewett_for_congress/,,,https://www.linkedin.com/in/don-hewett-74a1333/
837,BRYAN STEIL,2024,federal:house,WI,1,REPUBLICAN,unknown,Won,unknown,0.54007314,True,http://bryansteil.com,,,,,,
838,PETER BARCA,2024,federal:house,WI,1,DEMOCRAT,unknown,Lost,unknown,0.438132317,True,http://barcaforwisconsin.com,,,,,,
839,MARK POCAN,2024,federal:house,WI,2,DEMOCRAT,unknown,Won,unknown,0.700518527,True,http://pocanforcongress.com,,,,,,
840,ERIK OLSEN,2024,federal:house,WI,2,REPUBLICAN,unknown,Lost,unknown,0.298206479,True,https://olsenforliberty.com,https://www.facebook.com/olsenforliberty,,,,https://www.facebook.com/profile.php?id=100085092648735,
841,DERRICK VAN ORDEN,2024,federal:house,WI,3,REPUBLICAN,unknown,Won,unknown,0.513247221,True,http://vanordenforcongress.com,,,,,,
842,REBECCA COOKE,2024,federal:house,WI,3,DEMOCRAT,unknown,Lost,unknown,0.486004923,True,https://www.CookeForWisconsin.com,https://www.facebook.com/p/Cooke-for-Congress-100076253054623/,https://x.com/RebeccaForWI,https://www.instagram.com/cookeforcongress,,,
843,GWEN MOORE,2024,federal:house,WI,4,DEMOCRAT,unknown,Won,unknown,0.747686085,True,http://gwenmooreforcongress.com,,,,,,
844,TIM ROGERS,2024,federal:house,WI,4,REPUBLICAN,unknown,Lost,unknown,0.22412514,True,https://www.rogersforwisconsin.com/,,,,,,
845,SCOTT FITZGERALD,2024,federal:house,WI,5,REPUBLICAN,unknown,Won,unknown,0.643952413,True,http://scottfitzgeraldforcongress.com,,,,,,
846,BEN STEINHOFF,2024,federal:house,WI,5,DEMOCRAT,unknown,Lost,unknown,0.354959051,True,https://www.wisconsinforben.com/,https://www.facebook.com/DaveGriffithMO,,,,https://www.facebook.com/profile.php?id=100033523810794,https://www.linkedin.com/in/dave-griffith-800339174/
847,GLENN GROTHMAN,2024,federal:house,WI,6,REPUBLICAN,unknown,Won,unknown,0.612348638,True,http://glenngrothman.com,,,,,,
848,JOHN ZARBANO,2024,federal:house,WI,6,DEMOCRAT,unknown,Lost,unknown,0.386635193,True,https://johnzarbano.com/,https://www.facebook.com/profile.php?id=61558606432378,https://x.com/JohnZarbano,https://www.instagram.com/john_zarbano_4_congress/,,https://www.facebook.com/profile.php?id=100091430320041,https://www.linkedin.com/in/john-zarbano-693732233/
849,THOMAS P. TIFFANY,2024,federal:house,WI,7,REPUBLICAN,unknown,Won,unknown,0.63560216,False,https://tomtiffany.com/,https://www.facebook.com/TomTiffanyWI,https://x.com/TomTiffanyWI,https://www.instagram.com/tomtiffanyWI/,,https://www.facebook.com/tom.tiffany.16,
850,KYLE KILBOURN,2024,federal:house,WI,7,DEMOCRAT,unknown,Lost,unknown,0.363684524,True,https://www.kylekilbourn.com,https://www.facebook.com/KyleKilbournForCongress,https://x.com/KilbournForWis,https://www.instagram.com/kilbournforwisconsin/,,,https://www.linkedin.com/in/kylekilbourn/
851,TONY WIED,2024,federal:house,WI,8,REPUBLICAN,unknown,Won,unknown,0.57291791,True,http://tonywiedforcongress.com,,,,,,
852,KRISTIN LYERLY,2024,federal:house,WI,8,DEMOCRAT,unknown,Lost,unknown,0.426432891,True,https://www.kristinforwisconsin.com/,https://www.facebook.com/KristinForWisconsin,https://x.com/kristinforWI,https://www.instagram.com/kristin_for_wisconsin,,https://www.facebook.com/kristin.lyerly,https://www.linkedin.com/in/kristin-lyerly-98867a11/
853,CAROL D. MILLER,2024,federal:house,WV,1,REPUBLICAN,unknown,Won,unknown,0.663602648,False,https://www.electcarolmiller.com/,,,,,,
854,CHRIS BOB REED,2024,federal:house,WV,1,DEMOCRAT,unknown,Lost,unknown,0.26149588,False,,,,,,,
855,RILEY MOORE,2024,federal:house,WV,2,REPUBLICAN,unknown,Won,unknown,0.707690684,True,http://mooreforwv.com,,,,,,
856,STEVEN WENDELIN,2024,federal:house,WV,2,DEMOCRAT,unknown,Lost,unknown,0.292309316,True,https://www.wendelinforcongress.com,https://www.facebook.com/profile.php?id=61550962770186,https://x.com/wendelin4WV,https://www.instagram.com/that_sailor_for_congress/,,https://www.facebook.com/steven.wendelin,https://www.linkedin.com/in/steven-wendelin-899bba50
857,HARRIET M. HAGEMAN,2024,federal:house,WY,0,REPUBLICAN,unknown,Won,unknown,0.68116685,False,https://www.hagemanforwyoming.com/,,,,,,
858,KYLE G. CAMERON,2024,federal:house,WY,0,DEMOCRAT,unknown,Lost,unknown,0.224171317,False,,,,,,,
859,RUBEN GALLEGO,2024,federal:senate,AZ,AZ,REPUBLICAN,unknown,Won,unknown,0.500702815,False,https://gallegoforarizona.com/,https://www.facebook.com/GallegoforArizona/,https://x.com/RubenGallego,https://www.instagram.com/gallegoforaz/,,https://www.facebook.com/ruben.m.gallego,
860,KARI LAKE,2024,federal:senate,AZ,AZ,DEMOCRAT,unknown,Lost,unknown,0.476636248,False,https://karilake.com/,https://www.facebook.com/TheKariLake/,https://x.com/KariLake,https://www.instagram.com/karilake/,,https://www.facebook.com/hasan.deen3,
861,ADAM B. SCHIFF,2024,federal:senate,CA,CA,DEMOCRAT,unknown,Won,unknown,0.588725172,False,https://www.adamschiff.com,https://www.facebook.com/AdamSchiffCA/,https://x.com/AdamSchiff,https://www.instagram.com/AdamSchiffCA/,https://schiffnotes.substack.com/,,https://www.linkedin.com/in/adam-schiff-619a7b23/
862,STEVE GARVEY,2024,federal:senate,CA,CA,REPUBLICAN,unknown,Lost,unknown,0.411274828,False,https://stevegarvey.com/,https://www.facebook.com/steveygarvey6,https://x.com/SteveyGarvey6,https://www.instagram.com/steveygarvey6/,,,
863,CHRISTOPHER S. MURPHY,2024,federal:senate,CT,CT,DEMOCRAT,unknown,Won,unknown,0.558256096,False,https://chrismurphy.com/,https://www.facebook.com/ChrisMurphyCT/,,https://www.instagram.com/chrismurphyct/,,,
864,MATTHEW M. COREY,2024,federal:senate,CT,CT,REPUBLICAN,unknown,Lost,unknown,0.397045179,False,http://www.mattcoreyct.com/,https://www.facebook.com/MattCoreyCT/,https://x.com/MattCoreyCT,https://www.instagram.com/mattcoreyct/,,https://www.facebook.com/profile.php?id=647001163,https://www.linkedin.com/in/matthew-corey-6169a744/
865,LISA BLUNT ROCHESTER,2024,federal:senate,DE,DE,DEMOCRAT,unknown,Won,unknown,0.565910117,False,https://lisabluntrochester.com/news/,,,,,,
866,ERIC HANSEN,2024,federal:senate,DE,DE,REPUBLICAN,unknown,Lost,unknown,0.395027227,False,,,,,,,
867,RICK SCOTT,2024,federal:senate,FL,FL,REPUBLICAN,unknown,Won,unknown,0.555681711,False,https://rickscott.com/,https://www.facebook.com/scottforflorida/,https://x.com/ScottforFlorida,https://www.instagram.com/scottforflorida/,,,https://www.linkedin.com/in/senator-rick-scott-989b33248/
868,DEBBIE MUCARSEL-POWELL,2024,federal:senate,FL,FL,DEMOCRAT,unknown,Lost,unknown,0.427897542,False,https://www.debbieforflorida.com/,https://www.facebook.com/debbieforfl/,https://x.com/DebbieforFL,https://www.instagram.com/debbieforFL,,https://www.facebook.com/debbie.mucarselpowell,https://www.linkedin.com/in/debbie-mucarsel-powell-0077437/
869,MAZIE K. HIRONO,2024,federal:senate,HI,HI,DEMOCRAT,unknown,Won,unknown,0.646109817,False,https://mazieforhawaii.com/,https://www.facebook.com/mazie.hirono,https://x.com/mazieforhawaii,,,,
870,BOB MCDERMOTT,2024,federal:senate,HI,HI,REPUBLICAN,unknown,Lost,unknown,0.319025117,False,https://votemcdermott.com/,,,,,,
871,JIM BANKS,2024,federal:senate,IN,IN,REPUBLICAN,unknown,Won,unknown,0.58638742,False,https://banksforsenate.com,https://www.facebook.com/TeamJimBanks,https://x.com/Jim_Banks,https://www.instagram.com/teamjimbanks/,,https://www.facebook.com/banksje,
872,VALERIE MCCRAY,2024,federal:senate,IN,IN,DEMOCRAT,unknown,Lost,unknown,0.387668173,False,https://valeriemccray.org/,https://www.facebook.com/drvaleriemccrayussenate2024,https://x.com/McCray4USSenate,https://www.instagram.com/mccrayussenate/,,,
873,ELIZABETH ANN WARREN,2024,federal:senate,MA,MA,DEMOCRAT,unknown,Won,unknown,0.581186645,False,https://elizabethwarren.com/,,,,,,
874,JOHN DEATON,2024,federal:senate,MA,MA,REPUBLICAN,unknown,Lost,unknown,0.388689783,False,https://www.johndeatonforsenate.com/,,,,,,
875,ANGELA ALSOBROOKS,2024,federal:senate,MD,MD,DEMOCRAT,unknown,Won,unknown,0.54641028,False,https://www.angelaalsobrooks.com,https://www.facebook.com/TeamAlsobrooks/,https://x.com/AlsobrooksForMD,https://www.instagram.com/alsobrooksformd/,,https://www.facebook.com/AngelaAlsobrooks,https://www.linkedin.com/in/angela-alsobrooks-08741b45/
876,LARRY HOGAN,2024,federal:senate,MD,MD,REPUBLICAN,unknown,Lost,unknown,0.428395255,False,https://larryhogan.com/,https://www.facebook.com/GovLarryHogan/,https://x.com/GovLarryHogan,https://www.instagram.com/govlarryhogan,,https://www.facebook.com/larry.hogan1,
877,ANGUS S. KING JR.,2024,federal:senate,ME,ME,OTHER,unknown,Won,unknown,0.507533412,False,https://angusformaine.com/,https://www.facebook.com/angusformaine,,https://www.instagram.com/angusformaine/,,https://www.facebook.com/angus.king.102,
878,DEMI KOUZOUNAS,2024,federal:senate,ME,ME,REPUBLICAN,unknown,Lost,unknown,0.337628361,False,https://www.demiforsenate.com,https://www.facebook.com/demiforsenate,https://x.com/DemiforSenate,https://www.instagram.com/demikouzounas/,https://www.northwoodsdentalmaine.com/dr-demi/,https://www.facebook.com/demitroula.kouzounas,https://www.linkedin.com/in/demi-kouzounas-36998054/
879,ELISSA SLOTKIN,2024,federal:senate,MI,MI,DEMOCRAT,unknown,Won,unknown,0.486389644,False,https://elissaslotkin.org,https://www.facebook.com/elissaslotkin/,https://x.com/ElissaSlotkin,https://www.instagram.com/elissa.slotkin,,,https://www.linkedin.com/in/elissa-slotkin-513554130/
880,MIKE ROGERS,2024,federal:senate,MI,MI,REPUBLICAN,unknown,Lost,unknown,0.482981833,True,http://mikerogersforcongress.com,,,,,,
881,AMY KLOBUCHAR,2024,federal:senate,MN,MN,DEMOCRAT,unknown,Won,unknown,0.562013004,False,https://secure.amyklobuchar.com/a/kfm-dmr-join,,,,,,
882,ROYCE WHITE,2024,federal:senate,MN,MN,REPUBLICAN,unknown,Lost,unknown,0.405011346,False,https://roycewhiteforsenate.us/october-30-2024/,,,,,,
883,JOSH HAWLEY,2024,federal:senate,MO,MO,REPUBLICAN,unknown,Won,unknown,0.555718827,False,https://joshhawley.com/,https://www.facebook.com/HawleyMO/,https://x.com/HawleyMO,https://www.instagram.com/joshhawleymo/,,,
884,LUCAS KUNCE,2024,federal:senate,MO,MO,DEMOCRAT,unknown,Lost,unknown,0.418403133,False,https://lucaskunce.com,https://www.facebook.com/LucasKunceMO/,https://x.com/LucasKunceMO,https://www.instagram.com/lucaskuncemo/,,,
885,ROGER F. WICKER,2024,federal:senate,MS,MS,REPUBLICAN,unknown,Won,unknown,0.628121912,False,https://www.wickerforsenate.com/,https://www.facebook.com/wickerforsenate,https://x.com/RogerWicker,https://www.instagram.com/wickerforsenate/,,,https://www.linkedin.com/in/roger-wicker-aa9616108/
886,TY PINKINS,2024,federal:senate,MS,MS,DEMOCRAT,unknown,Lost,unknown,0.371878088,False,https://www.typinkins.com,https://www.facebook.com/typinkinsMS,https://x.com/TyPinkins,https://www.instagram.com/typinkins,,https://www.facebook.com/typinkins,https://www.linkedin.com/in/ty-pinkins/
887,TIM SHEEHY,2024,federal:senate,MT,MT,REPUBLICAN,unknown,Won,unknown,0.526431754,False,https://timformt.com/,,,,,,
888,JON TESTER,2024,federal:senate,MT,MT,DEMOCRAT,unknown,Lost,unknown,0.455001301,False,https://www.testerforsenate.com/action,,,,,,
889,KEVIN CRAMER,2024,federal:senate,ND,ND,REPUBLICAN,unknown,Won,unknown,0.663055442,False,https://www.kevincramer.org/,https://www.facebook.com/votecramer/,https://x.com/kevincramer,,,https://www.facebook.com/kevin.j.cramer.9,
890,KATRINA CHRISTIANSEN,2024,federal:senate,ND,ND,DEMOCRAT,unknown,Lost,unknown,0.333771584,False,https://www.katrinaforussenate.com/,https://www.facebook.com/katrinaussenate,https://x.com/KatrinaforND,https://www.instagram.com/katrinaforussenate/,,https://www.facebook.com/profile.php?id=100077607752132,https://www.linkedin.com/in/katrina-christiansen-35638ba2/
891,DEB FISCHER,2024,federal:senate,NE,NE,REPUBLICAN,unknown,Won,unknown,0.531924598,False,https://debfornebraska.com/,,,,,,
892,DAN OSBORN,2024,federal:senate,NE,NE,OTHER,unknown,Lost,unknown,0.465177719,False,https://www.osbornforsenate.com,https://www.facebook.com/osbornforne,https://x.com/osbornforne,https://www.instagram.com/osbornforne,,https://www.facebook.com/dan.osborn.710,
893,ANDY KIM,2024,federal:senate,NJ,NJ,DEMOCRAT,unknown,Won,unknown,0.536111335,False,https://www.andykim.com/,https://www.facebook.com/AndyKimNJ,https://x.com/AndyKimNJ,https://www.instagram.com/andykimnj/,,https://www.facebook.com/andykim12,https://www.linkedin.com/in/andy-kim-511969/
894,CURTIS BASHAW,2024,federal:senate,NJ,NJ,REPUBLICAN,unknown,Lost,unknown,0.43990059,False,,,,,,,
895,MARTIN HEINRICH,2024,federal:senate,NM,NM,DEMOCRAT,unknown,Won,unknown,0.550566748,False,https://martinheinrich.com/,https://www.facebook.com/MartinHeinrich,https://x.com/MartinHeinrich,https://www.instagram.com/martinheinrichnm/,,,https://www.linkedin.com/in/martinheinrichnm/
896,NELLA LOUISE DOMENICI,2024,federal:senate,NM,NM,REPUBLICAN,unknown,Lost,unknown,0.449433252,False,https://www.nellaforsenate.com,https://www.facebook.com/NellaforSenate,https://x.com/NellaforSenate,https://www.instagram.com/nellaforsenate,,,https://www.linkedin.com/in/nella-domenici-909276163/
897,JACKY S. ROSEN,2024,federal:senate,NV,NV,DEMOCRAT,unknown,Won,unknown,0.478658836,False,https://rosenfornevada.com/,https://www.facebook.com/rosenfornevada,https://x.com/RosenforNevada,https://www.instagram.com/rosenfornevada/,,,
