,Unnamed: 0,cand_name,year,election_type,state,district,party,incumbency_status,race_outcome,contributions,percentage_votes,in_db,campaign_site,campaign_facebook,campaign_x,campaign_instagram,personal_website,personal_facebook,personal_linkedin
149,149,LAUREN BOEBERT,2024,federal:house,CO,4,REPUBLICAN,unknown,Won,unknown,0.536420824,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,150,TRISHA CALVARESE,2024,federal:house,CO,4,DEMOCRAT,unknown,Lost,unknown,0.420379762,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
151,151,JEFF CRANK,2024,federal:house,CO,5,REPUBLICAN,unknown,Won,unknown,0.546623031,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,152,RIVER GASSEN,2024,federal:house,CO,5,DEMOCRAT,unknown,Lost,unknown,0.408666473,T,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
153,153,JASON CROW,2024,federal:house,CO,6,DEMOCRAT,unknown,Won,unknown,0.589681748,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,154,JOHN E. FABBRICATORE,2024,federal:house,CO,6,REPUBLICAN,unknown,Lost,unknown,0.384538623,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,155,BRITTANY PETTERSEN,2024,federal:house,CO,7,DEMOCRAT,unknown,Won,unknown,0.553302376,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156,156,SERGEI MATVEYUK,2024,federal:house,CO,7,REPUBLICAN,unknown,Lost,unknown,0.411471808,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
157,157,GABE EVANS,2024,federal:house,CO,8,REPUBLICAN,unknown,Won,unknown,0.489544866,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,158,YADIRA CARAVEO,2024,federal:house,CO,8,DEMOCRAT,unknown,Lost,unknown,0.482204091,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,159,JOHN B. LARSON,2024,federal:house,CT,1,DEMOCRAT,unknown,Won,unknown,0.598483427,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,160,JIM GRIFFIN,2024,federal:house,CT,1,REPUBLICAN,unknown,Lost,unknown,0.348173274,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,161,JOE COURTNEY,2024,federal:house,CT,2,DEMOCRAT,unknown,Won,unknown,0.580145567,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,162,MIKE FRANCE,2024,federal:house,CT,2,REPUBLICAN,unknown,Lost,unknown,0.419835818,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
163,163,ROSA L. DELAURO,2024,federal:house,CT,3,DEMOCRAT,unknown,Won,unknown,0.588842981,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,164,MICHAEL MASSEY,2024,federal:house,CT,3,REPUBLICAN,unknown,Lost,unknown,0.3955181,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
165,165,JAMES A. HIMES,2024,federal:house,CT,4,DEMOCRAT,unknown,Won,unknown,0.610572376,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,166,MICHAEL GOLDSTEIN,2024,federal:house,CT,4,REPUBLICAN,unknown,Lost,unknown,0.373393299,T,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
167,167,JAHANA HAYES,2024,federal:house,CT,5,DEMOCRAT,unknown,Won,unknown,0.507507294,T,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
168,168,GEORGE LOGAN,2024,federal:house,CT,5,REPUBLICAN,unknown,Lost,unknown,0.465804713,T,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,169,TOTAL,2024,federal:house,DC,0,,unknown,Won,unknown,0.5,incorrect year,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,170,ELEANOR HOLMES NORTON,2024,federal:house,DC,0,DEMOCRAT,unknown,Lost,unknown,0.382973411,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,171,SARAH MCBRIDE,2024,federal:house,DE,0,DEMOCRAT,unknown,Won,unknown,0.5786272,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,172,JOHN J. WHALEN III,2024,federal:house,DE,0,REPUBLICAN,unknown,Lost,unknown,0.4213728,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,173,MATT GAETZ,2024,federal:house,FL,1,REPUBLICAN,unknown,Won,unknown,0.660361176,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,174,GAY VALIMONT,2024,federal:house,FL,1,DEMOCRAT,unknown,Lost,unknown,0.339638824,T,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
175,175,NEAL P. DUNN,2024,federal:house,FL,2,REPUBLICAN,unknown,Won,unknown,0.616379139,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,176,YEN BAILEY,2024,federal:house,FL,2,DEMOCRAT,unknown,Lost,unknown,0.383620861,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
177,177,KAT CAMMACK,2024,federal:house,FL,3,REPUBLICAN,unknown,Won,unknown,0.616093211,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,178,TOM WELLS,2024,federal:house,FL,3,DEMOCRAT,unknown,Lost,unknown,0.383906789,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179,179,AARON BEAN,2024,federal:house,FL,4,REPUBLICAN,unknown,Won,unknown,0.572588059,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180,180,"LASHONDA \""L. J.\"" HOLLOWAY",2024,federal:house,FL,4,DEMOCRAT,unknown,Lost,unknown,0.427223966,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,181,JOHN H. RUTHERFORD,2024,federal:house,FL,5,REPUBLICAN,unknown,Won,unknown,0.630732625,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,182,JAY MCGOVERN,2024,federal:house,FL,5,DEMOCRAT,unknown,Lost,unknown,0.369213138,T,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
183,183,MICHAEL WALTZ,2024,federal:house,FL,6,REPUBLICAN,unknown,Won,unknown,0.665336371,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
184,184,JAMES DAVID STOCKTON III,2024,federal:house,FL,6,DEMOCRAT,unknown,Lost,unknown,0.334640235,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,185,CORY MILLS,2024,federal:house,FL,7,REPUBLICAN,unknown,Won,unknown,0.565264562,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,186,JENNIFER ADAMS,2024,federal:house,FL,7,DEMOCRAT,unknown,Lost,unknown,0.434735438,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187,187,MIKE HARIDOPOLOS,2024,federal:house,FL,8,REPUBLICAN,unknown,Won,unknown,0.622384826,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,188,SANDY KENNEDY,2024,federal:house,FL,8,DEMOCRAT,unknown,Lost,unknown,0.377615174,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
189,189,DARREN SOTO,2024,federal:house,FL,9,DEMOCRAT,unknown,Won,unknown,0.551341,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,190,THOMAS CHALIFOUX,2024,federal:house,FL,9,REPUBLICAN,unknown,Lost,unknown,0.425801716,T,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
191,191,MAXWELL FROST,2024,federal:house,FL,10,DEMOCRAT,unknown,Won,unknown,0.623738893,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,192,WILLIE J. MONTAGUE,2024,federal:house,FL,10,REPUBLICAN,unknown,Lost,unknown,0.376261107,T,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
193,193,DANIEL WEBSTER,2024,federal:house,FL,11,REPUBLICAN,unknown,Won,unknown,0.603756029,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,194,BARBIE HARDEN HALL,2024,federal:house,FL,11,DEMOCRAT,unknown,Lost,unknown,0.396243971,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
195,195,GUS M. BILIRAKIS,2024,federal:house,FL,12,REPUBLICAN,unknown,Won,unknown,0.710388099,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196,196,"ROCK ABOUJAOUDE, JR.",2024,federal:house,FL,12,DEMOCRAT,unknown,Lost,unknown,0.289611901,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
197,197,ANNA PAULINA LUNA,2024,federal:house,FL,13,REPUBLICAN,unknown,Won,unknown,0.548201743,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
198,198,WHITNEY FOX,2024,federal:house,FL,13,DEMOCRAT,unknown,Lost,unknown,0.451732658,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
199,199,KATHY CASTOR,2024,federal:house,FL,14,DEMOCRAT,unknown,Won,unknown,0.56947899,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,200,"ROBERT \""ROCKY\"" ROCHFORD",2024,federal:house,FL,14,REPUBLICAN,unknown,Lost,unknown,0.415903023,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
201,201,LAUREL M. LEE,2024,federal:house,FL,15,REPUBLICAN,unknown,Won,unknown,0.561796977,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202,202,"PATRICIA \""PAT\"" KEMP",2024,federal:house,FL,15,DEMOCRAT,unknown,Lost,unknown,0.438203023,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203,203,VERN BUCHANAN,2024,federal:house,FL,16,REPUBLICAN,unknown,Won,unknown,0.594788786,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
204,204,JAN SCHNEIDER,2024,federal:house,FL,16,DEMOCRAT,unknown,Lost,unknown,0.405211214,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205,205,W. GREGORY STEUBE,2024,federal:house,FL,17,REPUBLICAN,unknown,Won,unknown,0.639029569,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
206,206,MANNY LOPEZ,2024,federal:house,FL,17,DEMOCRAT,unknown,Lost,unknown,0.360952884,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
207,207,SCOTT FRANKLIN,2024,federal:house,FL,18,REPUBLICAN,unknown,Won,unknown,0.653031986,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
208,208,ANDREA DORIA KALE,2024,federal:house,FL,18,DEMOCRAT,unknown,Lost,unknown,0.346968014,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
209,209,BYRON DONALDS,2024,federal:house,FL,19,REPUBLICAN,unknown,Won,unknown,0.663164528,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210,210,KARI L. LERNER,2024,federal:house,FL,19,DEMOCRAT,unknown,Lost,unknown,0.336835472,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
211,211,SHEILA CHERFILUS-MCCORMICK,2024,federal:house,FL,20,DEMOCRAT,unknown,Won,unknown,-1,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,212,BRIAN J. MAST,2024,federal:house,FL,21,REPUBLICAN,unknown,Won,unknown,0.618217512,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
213,213,THOMAS WITKOP,2024,federal:house,FL,21,DEMOCRAT,unknown,Lost,unknown,0.38174015,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
214,214,LOIS FRANKEL,2024,federal:house,FL,22,DEMOCRAT,unknown,Won,unknown,0.549556229,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,215,DAN FRANZESE,2024,federal:house,FL,22,REPUBLICAN,unknown,Lost,unknown,0.450443771,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
216,216,JARED MOSKOWITZ,2024,federal:house,FL,23,DEMOCRAT,unknown,Won,unknown,0.5244512,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
217,217,"JOSEPH \""JOE\"" KAUFMAN",2024,federal:house,FL,23,REPUBLICAN,unknown,Lost,unknown,0.4755488,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218,218,FREDERICA S. WILSON,2024,federal:house,FL,24,DEMOCRAT,unknown,Won,unknown,0.682360603,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,219,JESUS GABRIEL NAVARRO,2024,federal:house,FL,24,REPUBLICAN,unknown,Lost,unknown,0.317562363,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220,220,DEBBIE WASSERMAN SCHULTZ,2024,federal:house,FL,25,DEMOCRAT,unknown,Won,unknown,0.544717082,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,221,CHRIS EDDY,2024,federal:house,FL,25,REPUBLICAN,unknown,Lost,unknown,0.455163451,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
222,222,MARIO DIAZ-BALART,2024,federal:house,FL,26,REPUBLICAN,unknown,Won,unknown,0.709172596,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
223,223,JOEY ATKINS,2024,federal:house,FL,26,DEMOCRAT,unknown,Lost,unknown,0.290827404,T,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
224,224,MARIA ELVIRA SALAZAR,2024,federal:house,FL,27,REPUBLICAN,unknown,Won,unknown,0.603755453,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,225,LUCIA BAEZ-GELLER,2024,federal:house,FL,27,DEMOCRAT,unknown,Lost,unknown,0.396244547,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
226,226,CARLOS A. GIMENEZ,2024,federal:house,FL,28,REPUBLICAN,unknown,Won,unknown,0.645659731,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
227,227,PHIL EHR,2024,federal:house,FL,28,DEMOCRAT,unknown,Lost,unknown,0.354340269,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
228,228,"EARL L. \""BUDDY\"" CARTER",2024,federal:house,GA,1,REPUBLICAN,unknown,Won,unknown,0.619844488,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
229,229,PATTI HEWITT,2024,federal:house,GA,1,DEMOCRAT,unknown,Lost,unknown,0.380155512,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
230,230,"SANFORD D. BISHOP, JR.",2024,federal:house,GA,2,DEMOCRAT,unknown,Won,unknown,0.563287797,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
231,231,A. WAYNE JOHNSON,2024,federal:house,GA,2,REPUBLICAN,unknown,Lost,unknown,0.436712203,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,232,BRIAN JACK,2024,federal:house,GA,3,REPUBLICAN,unknown,Won,unknown,0.663054749,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,233,MAURA KELLER,2024,federal:house,GA,3,DEMOCRAT,unknown,Lost,unknown,0.336945251,T,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
234,234,"HENRY C. \""HANK\"" JOHNSON, JR.",2024,federal:house,GA,4,DEMOCRAT,unknown,Won,unknown,0.75583216,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
235,235,EUGENE YU,2024,federal:house,GA,4,REPUBLICAN,unknown,Lost,unknown,0.24416784,T,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
236,236,NIKEMA WILLIAMS,2024,federal:house,GA,5,DEMOCRAT,unknown,Won,unknown,0.856787056,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
237,237,"JOHN \""BONGO\"" SALVESEN",2024,federal:house,GA,5,REPUBLICAN,unknown,Lost,unknown,0.143212944,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
238,238,LUCY MCBATH,2024,federal:house,GA,6,DEMOCRAT,unknown,Won,unknown,0.746832338,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
239,239,JEFF CRISWELL,2024,federal:house,GA,6,REPUBLICAN,unknown,Lost,unknown,0.253167662,T,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
240,240,RICHARD MCCORMICK,2024,federal:house,GA,7,REPUBLICAN,unknown,Won,unknown,0.648518482,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,241,BOB CHRISTIAN,2024,federal:house,GA,7,DEMOCRAT,unknown,Lost,unknown,0.351481518,T,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
242,242,AUSTIN SCOTT,2024,federal:house,GA,8,REPUBLICAN,unknown,Won,unknown,0.689166947,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,243,DARRIUS BUTLER,2024,federal:house,GA,8,DEMOCRAT,unknown,Lost,unknown,0.310833053,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
244,244,ANDREW S. CLYDE,2024,federal:house,GA,9,REPUBLICAN,unknown,Won,unknown,0.690048267,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
245,245,TAMBREI CASH,2024,federal:house,GA,9,DEMOCRAT,unknown,Lost,unknown,0.309951733,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
246,246,MIKE COLLINS,2024,federal:house,GA,10,REPUBLICAN,unknown,Won,unknown,0.630518593,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,247,"ALEXANDRA \""LEXY\"" DOHERTY",2024,federal:house,GA,10,DEMOCRAT,unknown,Lost,unknown,0.369481407,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
248,248,BARRY LOUDERMILK,2024,federal:house,GA,11,REPUBLICAN,unknown,Won,unknown,0.673086181,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
249,249,"KATY \""KATE\"" L. STAMPER",2024,federal:house,GA,11,DEMOCRAT,unknown,Lost,unknown,0.326913819,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250,250,RICK W. ALLEN,2024,federal:house,GA,12,REPUBLICAN,unknown,Won,unknown,0.603192231,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
251,251,"ELIZABETH \""LIZ\"" JOHNSON",2024,federal:house,GA,12,DEMOCRAT,unknown,Lost,unknown,0.396807769,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,252,DAVID SCOTT,2024,federal:house,GA,13,DEMOCRAT,unknown,Won,unknown,0.718341759,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,253,JONATHAN CHAVEZ,2024,federal:house,GA,13,REPUBLICAN,unknown,Lost,unknown,0.281658241,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
254,254,MARJORIE TAYLOR GREENE,2024,federal:house,GA,14,REPUBLICAN,unknown,Won,unknown,0.643687947,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,255,SHAWN HARRIS,2024,federal:house,GA,14,DEMOCRAT,unknown,Lost,unknown,0.356312053,T,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
256,256,ED CASE,2024,federal:house,HI,1,DEMOCRAT,unknown,Won,unknown,0.653206434,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,257,PATRICK C. LARGEY,2024,federal:house,HI,1,REPUBLICAN,unknown,Lost,unknown,0.256025486,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,258,JILL N. TOKUDA,2024,federal:house,HI,2,DEMOCRAT,unknown,Won,unknown,0.613916338,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
259,259,STEVE BOND,2024,federal:house,HI,2,REPUBLICAN,unknown,Lost,unknown,0.278692338,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,260,MARIANNETTE MILLER-MEEKS,2024,federal:house,IA,1,REPUBLICAN,unknown,Won,unknown,0.49979714,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261,261,CHRISTINA BOHANNAN,2024,federal:house,IA,1,DEMOCRAT,unknown,Lost,unknown,0.497867552,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,262,ASHLEY HINSON,2024,federal:house,IA,2,REPUBLICAN,unknown,Won,unknown,0.570789771,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,263,SARAH CORKERY,2024,federal:house,IA,2,DEMOCRAT,unknown,Lost,unknown,0.415213233,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
264,264,ZACHARY NUNN,2024,federal:house,IA,3,REPUBLICAN,unknown,Won,unknown,0.517663869,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,265,LANON BACCAM,2024,federal:house,IA,3,DEMOCRAT,unknown,Lost,unknown,0.479437159,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,266,RANDY FEENSTRA,2024,federal:house,IA,4,REPUBLICAN,unknown,Won,unknown,0.670160289,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,267,RYAN MELTON,2024,federal:house,IA,4,DEMOCRAT,unknown,Lost,unknown,0.326824923,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
268,268,RUSS FULCHER,2024,federal:house,ID,1,REPUBLICAN,unknown,Won,unknown,0.676872779,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
269,269,KAYLEE PETERSON,2024,federal:house,ID,1,DEMOCRAT,unknown,Lost,unknown,0.24260764,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
270,270,MICHAEL K. SIMPSON,2024,federal:house,ID,2,REPUBLICAN,unknown,Won,unknown,0.583689214,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
271,271,DAVID ROTH,2024,federal:house,ID,2,DEMOCRAT,unknown,Lost,unknown,0.294573806,T,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
272,272,JONATHAN L. JACKSON,2024,federal:house,IL,1,DEMOCRAT,unknown,Won,unknown,0.658430935,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273,273,MARCUS LEWIS,2024,federal:house,IL,1,REPUBLICAN,unknown,Lost,unknown,0.341426888,T,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
274,274,ROBIN L. KELLY,2024,federal:house,IL,2,DEMOCRAT,unknown,Won,unknown,0.675458783,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
275,275,ASHLEY RAMOS,2024,federal:house,IL,2,REPUBLICAN,unknown,Lost,unknown,0.324327308,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
276,276,DELIA C. RAMIREZ,2024,federal:house,IL,3,DEMOCRAT,unknown,Won,unknown,0.672641858,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277,277,JOHN BOORAS,2024,federal:house,IL,3,REPUBLICAN,unknown,Lost,unknown,0.326988781,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
278,278,"JESúS G. \""CHUY\"" GARCíA",2024,federal:house,IL,4,DEMOCRAT,unknown,Won,unknown,0.675124518,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279,279,LUPE CASTILLO,2024,federal:house,IL,4,REPUBLICAN,unknown,Lost,unknown,0.27288804,T,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
280,280,MIKE QUIGLEY,2024,federal:house,IL,5,DEMOCRAT,unknown,Won,unknown,0.689695438,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
281,281,TOMMY HANSON,2024,federal:house,IL,5,REPUBLICAN,unknown,Lost,unknown,0.310279835,T,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
282,282,SEAN CASTEN,2024,federal:house,IL,6,DEMOCRAT,unknown,Won,unknown,0.541952713,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
283,283,NIKI CONFORTI,2024,federal:house,IL,6,REPUBLICAN,unknown,Lost,unknown,0.457810274,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
284,284,DANNY K. DAVIS,2024,federal:house,IL,7,DEMOCRAT,unknown,Won,unknown,0.832514823,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
285,285,CHAD KOPPIE,2024,federal:house,IL,7,REPUBLICAN,unknown,Lost,unknown,0.166938672,T,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
286,286,RAJA KRISHNAMOORTHI,2024,federal:house,IL,8,DEMOCRAT,unknown,Won,unknown,0.570555609,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,287,MARK RICE,2024,federal:house,IL,8,REPUBLICAN,unknown,Lost,unknown,0.429444391,T,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
288,288,JANICE D. SCHAKOWSKY,2024,federal:house,IL,9,DEMOCRAT,unknown,Won,unknown,0.683892713,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
289,289,SETH ALAN COHEN,2024,federal:house,IL,9,REPUBLICAN,unknown,Lost,unknown,0.316107287,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
290,290,BRADLEY SCOTT SCHNEIDER,2024,federal:house,IL,10,DEMOCRAT,unknown,Won,unknown,0.599344975,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291,291,JIM CARRIS,2024,federal:house,IL,10,REPUBLICAN,unknown,Lost,unknown,0.399928576,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
292,292,BILL FOSTER,2024,federal:house,IL,11,DEMOCRAT,unknown,Won,unknown,0.5555571,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
293,293,JERRY EVANS,2024,federal:house,IL,11,REPUBLICAN,unknown,Lost,unknown,0.44380623,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
294,294,MIKE BOST,2024,federal:house,IL,12,REPUBLICAN,unknown,Won,unknown,0.741927323,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
295,295,BRIAN ROBERTS,2024,federal:house,IL,12,DEMOCRAT,unknown,Lost,unknown,0.258072677,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296,296,NIKKI BUDZINSKI,2024,federal:house,IL,13,DEMOCRAT,unknown,Won,unknown,0.580694992,T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
297,297,JOSHUA LOYD,2024,federal:house,IL,13,REPUBLICAN,unknown,Lost,unknown,0.418564492,T,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
